Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
03/09/1990,Joe Versus the Volcano,A hypochondriac that thinks he is dying accepts an offer to hurl himself into an island volcano. He bonds with a yacht captain on the wild trip there.,John Patrick Shanley,"Tom Hanks,
Meg Ryan,
Lloyd Bridges",Georges Delerue,
03/16/1990,Blue Steel,NYPD rookie Megan shoots a market robber and leaves behind a gun taken by trader Eugene. He becomes a serial killer who is obsessed with her.,Kathryn Bigelow,"Jamie Lee Curtis,
Ron Silver,
Clancy Brown",Brad Fiedel,
03/23/1990,Pretty Woman,"In Hollywood, unlucky prostitute Vivian is hired to be corporate raider Edward's escort for functions. Their relationship develops over a weeklong stay.",Garry Marshall,"Richard Gere,
Julia Roberts,
Ralph Bellamy",James Newton Howard,
03/30/1990,Teenage Mutant Ninja Turtles,A radioactive ooze mutates four sewer turtles into ninjas. A former pupil of their rat sensei spreads lawlessness in New York City with criminals.,Steve Barron,"Judith Hoag,
Elias Koteas,
Jay Patterson",John Du Prez,
04/06/1990,I Love You to Death,"In Tacoma, Joey works with wife Rosalie in their pizza parlor. She learns he is cheating on her so hires professionals to kill him. He does not notice.",Lawrence Kasdan,"Kevin Kline,
Tracey Ullman,
William Hurt",James Horner,
04/27/1990,The Guardian,A young couple with a newborn baby do not realize that the nanny they hired is a magical nymph who sacrifices infants to an evil tree.,William Friedkin,"Jenny Seagrove,
Dwier Brown,
Carey Lowell",Jack Hues,
05/04/1990,Tales from the Darkside: The Movie,"To distract Betty, a witch who intends to serve him for a dinner party, young Timmy reads three scary stories: Lot 249, Cat from Hell, and Lover's Vow.",John Harrison,"Deborah Harry,
Christian Slater,
David Johansen","John Harrison,
Chaz Jankel,
Jim Manzie,
Pat Regan,
Donald Rubinstein",
05/18/1990,Bird on a Wire,"In Detroit, a lawyer learns a gas station attendant is her thought-dead ex-boyfriend and a relocated FBI informant. Criminals chase him for revenge.",John Badham,"Mel Gibson,
Goldie Hawn,
David Carradine",Hans Zimmer,
05/18/1990,Cadillac Man,Joey has two days to sell 12 cars to keep his job and please his girlfriends. An armed motorcyclist enters his dealership then takes citizens hostage.,Roger Donaldson,"Robin Williams,
Tim Robbins,
Pamela Reed",J. Peter Robinson,
05/25/1990,Back to the Future Part III,"Marty learns about Doc Brown's death in 1885 and travels back in time to save him. With no fuel, the two must figure how to escape the Old West.",Robert Zemeckis,"Michael J. Fox,
Christopher Lloyd,
Mary Steenburgen",Alan Silvestri,
06/01/1990,Total Recall,"In 2084, after Douglas has vacation memories of Mars implanted in his mind, he recalls he was a secret agent fighting Mars' governor Cohaagen.",Paul Verhoeven,"Arnold Schwarzenegger,
Rachel Ticotin,
Sharon Stone",Jerry Goldsmith,
06/08/1990,Another 48 Hrs.,"Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.",Walter Hill,"Eddie Murphy,
Nick Nolte,
Brion James",James Horner,48 Hrs. 2
06/15/1990,Dick Tracy,A detective finds his life complicated when singer Breathless Mahoney makes advances towards him while he battles Big Boy Caprice's syndicate.,Warren Beatty,"Warren Beatty,
Al Pacino,
Madonna",Danny Elfman,
06/15/1990,Gremlins 2: The New Batch,"In Manhattan, Mogwai Gizmo multiplies inside a high-rise building. Led by Mohawk, fresh gremlins take control. Billy scrambles to stop their escape.",Joe Dante,"Zach Galligan,
Phoebe Cates,
John Glover",Jerry Goldsmith,
06/22/1990,Betsy's Wedding,"In Long Island, Eddie is a construction contractor with two grown daughters. Betsy is marrying, and Connie, a police officer, bonds with a Mafia man.",Alan Alda,"Alan Alda,
Madeline Kahn,
Molly Ringwald",Bruce Broughton,
06/22/1990,RoboCop 2,"A cyborg law officer is the sole officer on duty. He takes on a crime boss, the spread of a drug called Nuke, and a psychologist's new police droid.",Irvin Kershner,"Peter Weller,
Nancy Allen,
Daniel O'Herlihy",Leonard Rosenman,
06/27/1990,Days of Thunder,A young stock car driver develops a rivalry with a fellow racer that threatens his career when the two smash their cars. A doctor helps him recover.,Tony Scott,"Tom Cruise,
Robert Duvall,
Nicole Kidman",Hans Zimmer,
07/03/1990,Die Hard 2,"In Washington, D.C., John McClane works to stop rogue military operatives who have taken over an air traffic control system. He contends with police.",Renny Harlin,"Bruce Willis,
Bonnie Bedelia,
William Atherton",Michael Kamen,
07/13/1990,Ghost,"After a young banker is murdered, his spirit stays behind to warn his potter girlfriend of danger from a co-worker with the help of a reluctant psychic.",Jerry Zucker,"Patrick Swayze,
Demi Moore,
Whoopi Goldberg",Maurice Jarre,
07/13/1990,Quick Change,"With the aid of his girlfriend and his best friend, a man dressed as a clown robs a New York bank, but the escape from the city proves challenging.","Howard Franklin,
Bill Murray","Bill Murray,
Geena Davis,
Randy Quaid",Randy Edelman,
07/18/1990,Arachnophobia,"A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill in Canaima, California.",Frank Marshall,"Jeff Daniels,
Harley Jane Kozak,
John Goodman",Trevor Jones,
07/20/1990,Navy SEALs,A battle-hardened SEAL team sets off to destroy Stinger missiles that terrorists have acquired and prevent their plot to derail regional treaty talks.,Lewis Teague,"Charlie Sheen,
Michael Biehn,
Joanne Whalley-Kilmer",Sylvester Levay,
07/20/1990,The Freshman,An NYU film school student accepts a job with a local mobster who takes him under his wing. He is tasked with delivering a rare Komodo dragon.,Andrew Bergman,"Marlon Brando,
Matthew Broderick,
Bruno Kirby",David Newman,
07/27/1990,Presumed Innocent,"An attorney investigates the murder and rape of a colleague in her apartment, but he has a conflict of interest since he cheated on his wife with her.",Alan J. Pakula,"Harrison Ford,
Brian Dennehy,
Raul Julia",John Williams,
07/27/1990,Problem Child,"Junior, a 7-year-old boy just short of a monster, is adopted by a loving man and his wacky wife. The mischievous boy pushes them to the limits.",Dennis Dugan,"John Ritter,
Amy Yasbeck,
Michael Richards",Miles Goodman,
08/01/1990,Young Guns II,"In 1881, a cattle baron pays Pat Garrett to arrest outlaw Billy the Kid, who races to safety in Mexico while being trailed. In 1950, a man says he is him.",Geoff Murphy,"Emilio Estevez,
Kiefer Sutherland,
Lou Diamond Phillips","Alan Silvestri,
Jon Bon Jovi",
08/03/1990,Mo' Better Blues,"A jazz trumpeter forms his own band, the Bleek Gilliam Quartet. His rivalry with a saxophonist on stage spills into their professional relationship.",Spike Lee,"Denzel Washington,
Spike Lee,
Wesley Snipes",Bill Lee,
08/10/1990,Air America,"In 1969, a a helicopter traffic pilot and his mentor find themselves recruited unwittingly into a covert CIA airlift organization smuggling heroin in Laos.",Roger Spottiswoode,"Mel Gibson,
Robert Downey Jr.,
Nancy Travis",Charles Gross,
08/10/1990,Flatliners,Five medical students experiment with near-death experiences until the dark consequences of past tragedies manifest as visions they must confront.,Joel Schumacher,"Kiefer Sutherland,
Julia Roberts,
William Baldwin",James Newton Howard,
08/10/1990,The Two Jakes,"In 1948 L.A., private eye Jake Gittes is asked by realtor Jake Berman to catch his wife's infidelity. Berman kills his wife's lover, his business partner.",Jack Nicholson,"Jack Nicholson,
Harvey Keitel,
Meg Tilly",Van Dyke Parks,Chinatown 2
08/17/1990,My Blue Heaven,"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.",Herbert Ross,"Steve Martin,
Rick Moranis,
Joan Cusack",Ira Newborn,
08/17/1990,The Exorcist III,"A police lieutenant investigates a series of murders, which have all the hallmarks of the deceased Gemini serial killer. He is led to question the patients of a psychiatric ward.",William Peter Blatty,"George C. Scott,
Ed Flanders,
Jason Miller",Barry De Vorzon,
08/17/1990,Wild at Heart,"Just released from a prison stay, Sailor and Lula decide to run to California. They are chased by a detective and a gangster hired by Lula's mother.",David Lynch,"Nicolas Cage,
Laura Dern,
Willem Dafoe",Angelo Badalamenti,
08/22/1990,Pump Up the Volume,"In Phoenix, a high school student starts a pirate radio station that functions as the sole outlet for his angst and aggression. His classmates tune in.",Allan Moyle,"Christian Slater,
Scott Paulin,
Ellen Greene",Cliff Martinez,
08/24/1990,Darkman,"Peyton is making a breakthrough in synthetic skin when gangsters destroy his lab. Burned beyond recognition, he becomes an unstable superhero.",Sam Raimi,"Liam Neeson,
Frances McDormand,
Colin Friels",Danny Elfman,
08/24/1990,Men at Work,Two lazy garbage men discover a local politician's corpse in one of their cans. They uncover a conspiracy involving illegal toxic waste dumping.,Emilio Estevez,"Charlie Sheen,
Emilio Estevez,
Leslie Hope",Stewart Copeland,
08/24/1990,The Witches,"In England, a 9-year-old orphan spies on a witch convention and must stop them with his grandma, even after they have turned him into a mouse.",Nicolas Roeg,"Anjelica Huston,
Mai Zetterling,
Rowan Atkinson",Stanley Myers,
09/14/1990,Postcards from the Edge,Recovering drug addict actress Suzanne works to stay positive even as she is forced to move back in with her harsh mother to avoid unemployment.,Mike Nichols,"Meryl Streep,
Shirley MacLaine,
Dennis Quaid",Carly Simon,
09/14/1990,State of Grace,"In New York, cop Terry is recruited to return to his hometown and infiltrate the Irish crime group run by his close friend Jackie's older brother Frankie.",Phil Joanou,"Sean Penn,
Ed Harris,
Gary Oldman",Ennio Morricone,
09/19/1990,Goodfellas,"From 1955 to 1980 in Brooklyn, Henry Hill climbs the Mafia ranks under Jimmy Conway's guidance. When he is poor, he becomes an FBI informant.",Martin Scorsese,"Robert De Niro,
Ray Liotta,
Joe Pesci",N/A,
09/21/1990,Miller's Crossing,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","Joel Coen,
Ethan Coen","Gabriel Byrne,
Marcia Gay Harden,
John Turturro",Carter Burwell,
09/28/1990,King of New York,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,Abel Ferrara,"Christopher Walken,
Laurence Fishburne,
David Caruso",Joe Delia,
10/05/1990,Marked for Death,"In Chicago, a former DEA troubleshooter returns to his hometown to find it taken over by a gang of vicious Jamaican drug dealers led by Screwface. ",Dwight H. Little,"Steven Seagal,
Joanna Pacula,
Keith David",James Newton Howard,
10/12/1990,Mr. Destiny,"Larry blames his problems on his striking out in a key moment of a high school baseball game. On his 35th birthday, he visits a reality where he won.",James Orr,"James Belushi,
Linda Hamilton,
Jon Lovitz",David Newman,
10/12/1990,The Hot Spot,"In a small Texas town, a drifter working as a car salesman gets into trouble with authorities and two women after he starts a fire and robs a bank.",Dennis Hopper,"Don Johnson,
Virginia Madsen,
Jennifer Connelly",Jack Nitzsche,
10/19/1990,Night of the Living Dead,A group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.,Tom Savini,"Tony Todd,
Patricia Tallman,
Tom Towles",Paul McCollough,
10/19/1990,Reversal of Fortune,"Wealthy Sunny lies brain-dead, her husband Claus accused of attempted murder. He says he's innocent and hires a law professor for his appeal.",Barbet Schroeder,"Glenn Close,
Jeremy Irons,
Ron Silver",Mark Isham,
10/26/1990,Graveyard Shift,"In a rat-infested textile mill, deadly accidents start happening, but its corrupt foreman keeps workers in danger. Newly hired John finds a big creature.",Ralph S. Singleton,"David Andrews,
Kelly Wolf,
Stephen Macht","Brian Banks,
Anthony Marinelli",
11/02/1990,Jacob's Ladder,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation.",Adrian Lyne,"Tim Robbins,
Elizabeth Peña,
Danny Aiello",Maurice Jarre,
11/09/1990,Child's Play 2,"After Andy's mother is admitted to a psychiatric hospital, Andy is placed in foster care, and Chucky remains determined to claim his soul.",John Lafia,"Alex Vincent,
Brad Dourif,
Christine Elise",Graeme Revell,
11/09/1990,Dances with Wolves,"In 1863, John Dunbar, assigned to a remote Civil War outpost, befriends wolves and Lakota Sioux Indians, making him an aberration in the military.",Kevin Costner,"Kevin Costner,
Mary McDonnell,
Graham Greene",John Barry,
11/16/1990,Cyrano de Bergerac,"In 1640 Paris, a charismatic swordsman poet with a large nose loves Roxane. She wants handsome Christian, whom he secretly composes letters for.",Jean-Paul Rappeneau,"Gérard Depardieu,
Anne Brochet,
Vincent Perez",Jean-Claude Petit,
11/16/1990,Home Alone,Inventive eight-year-old Kevin adroitly protects his house from the Wet Bandits duo when his family leaves him at home before a Christmas vacation.,Chris Columbus,"Macaulay Culkin,
Joe Pesci,
Daniel Stern",John Williams,
11/16/1990,Rocky V,"Retired from fighting and suffering brain damage, Rocky reopens Mickey's gym and agrees to train Tommy Gunn but neglects his bullied son Robert.",John G. Avildsen,"Sylvester Stallone,
Talia Shire,
Burt Young",Bill Conti,
11/16/1990,The Rescuers Down Under,"The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a little boy and a rare golden eagle from a murderous poacher.","Hendel Butoy,
Mike Gabriel","Bob Newhart,
Eva Gabor,
John Candy",Bruce Broughton,The Rescuers 2
11/21/1990,Predator 2,"In 1997 Los Angeles, a police officer tries to solve a set of murders believed to involve drugs, but he learns a nearly invisible alien is seeking trophies.",Stephen Hopkins,"Danny Glover,
Gary Busey,
Rubén Blades",Alan Silvestri,
11/21/1990,Three Men and a Little Lady,Three ex-dads quickly discover how empty life is without their daughter and go to outrageous lengths to win her back.,Emile Ardolino,"Tom Selleck,
Steve Guttenberg,
Ted Danson",James Newton Howard,Three Men and a Baby 2
11/30/1990,Misery,"After nurse Annie rescues novelist Paul Sheldon from a crash, she keeps him in her remote home, holds him captive, and forces him to write a story.",Rob Reiner,"James Caan,
Kathy Bates,
Richard Farnsworth",Marc Shaiman,
12/05/1990,The Grifters,"A small-time con man in a hospital has loyalty to both his estranged mother and his older girlfriend, both of whom are talented swindlers themselves.",Stephen Frears,"John Cusack,
Anjelica Huston,
Annette Bening",Elmer Bernstein,
12/07/1990,Edward Scissorhands,An unfinished artificial man with scissor blades instead of hands is taken in by a suburban family and falls in love with their teenage daughter Kim.,Tim Burton,"Johnny Depp,
Winona Ryder,
Dianne Wiest",Danny Elfman,
12/07/1990,The Rookie,"In L.A., a veteran police officer is teamed up with a younger detective to take down a German crime lord following an investigation into a car theft ring.",Clint Eastwood,"Clint Eastwood,
Charlie Sheen,
Raul Julia",Lennie Niehaus,
12/14/1990,Havana,"In 1958 Cuba, a professional gambler falls for a woman heavily involved in the Cuban Revolution by smuggling radios and selling a sewn diamond.",Sydney Pollack,"Robert Redford,
Lena Olin,
Alan Arkin",Dave Grusin,
12/14/1990,Look Who's Talking Too,James and Mollie's precocious toddler Mikey is frustrated at all the attention his smart-mouthed infant sister Julie is getting. Their rivalry heats up.,Amy Heckerling,"John Travolta,
Kirstie Alley,
Bruce Willis",David Kitay,Look Who's Talking 2
12/19/1990,Hamlet,"A prince returns to Denmark, his father murdered and his mother remarrying the killer Claudius, his uncle. He feigns a madness as war slowly brews.",Franco Zeffirelli,"Mel Gibson,
Glenn Close,
Alan Bates",Ennio Morricone,
12/20/1990,Awakenings,"In 1969, Malcolm administers L-Dopa to catatonic patients who survived an epidemic. Patients such as Leonard awaken and deal with their new lives.",Penny Marshall,"Robert De Niro,
Robin Williams,
John Heard",Randy Newman,
12/21/1990,Kindergarten Cop,An L.A. detective poses as a kindergarten teacher in Oregon to locate a drug dealer's ex-wife whose testimony may be enough to keep him in prison.,Ivan Reitman,"Arnold Schwarzenegger,
Penelope Ann Miller,
Pamela Reed",Randy Edelman,
12/21/1990,The Bonfire of the Vanities,"When his mistress runs over a black teenager, a Wall Street bond trader sees his life unravel in the spotlight and interests a tired, alcoholic journalist.",Brian De Palma,"Tom Hanks,
Bruce Willis,
Melanie Griffith",Dave Grusin,
12/21/1990,The Long Walk Home,"In 1955 Montgomery, Miriam and the black maid she gives rides to must decide how to respond to a boycott of city-owned buses to end segregation.",Richard Pearce,"Sissy Spacek,
Whoopi Goldberg,
Dwight Schultz",George Fenton,
12/21/1990,The Russia House,A British publisher finds himself working for both the CIA and MI6 to investigate people in Moscow after he gets and gives a nuclear war manuscript.,Fred Schepisi,"Sean Connery,
Michelle Pfeiffer,
Roy Scheider",Jerry Goldsmith,
