Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
05/27/1988,Killer Klowns from Outer Space,"Crescent Cove is invaded by aliens that appear to be clowns. They take then kill townspeople. Some humans know their danger, but few believe them.",Stephen Chiodo,"Grant Cramer,
Suzanne Snyder,
John Allen Nelson",John Massari,
06/03/1988,Big,"In New Jersey, 12-year-old Josh says a wish that turns him into an adult. He works at the MacMillan Toy Company in New York and falls for a partner.",Penny Marshall,"Tom Hanks,
Elizabeth Perkins,
Robert Loggia",Howard Shore,
06/10/1988,Poltergeist III,"Carol Anne is staying with her aunt in a high-rise building, where the supernatural forces haunting her make their return.",Gary Sherman,"Tom Skerritt,
Nancy Allen,
Heather O'Rourke",Joe Renzetti,
06/10/1988,The Presidio,A San Francisco police detective is forced to work on a series of murders with his former enemy commanding officer while dating his daughter.,Peter Hyams,"Sean Connery,
Mark Harmon,
Meg Ryan",Bruce Broughton,
06/15/1988,Bull Durham,A fan who has an affair with one minor league baseball player per year meets a growing pitcher and the experienced catcher assigned to him.,Ron Shelton,"Kevin Costner,
Susan Sarandon,
Tim Robbins",Michael Convertino,
06/17/1988,Red Heat,A tough Russian policeman is forced to work with a cocky Chicago police detective to apprehend a Georgian drug kingpin who murdered his partner.,Walter Hill,"Arnold Schwarzenegger,
James Belushi,
Peter Boyle",James Horner,
06/17/1988,The Great Outdoors,A Chicago man and his family go camping with his obnoxious brother-in-law in Wisconsin. The families find themselves at odds with each other.,Howard Deutch,"Dan Aykroyd,
John Candy,
Stephanie Faracy",Thomas Newman,
06/22/1988,Who Framed Roger Rabbit,"In 1947 Los Angeles, a toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of a businessman's murder.",Robert Zemeckis,"Bob Hoskins,
Christopher Lloyd,
Charles Fleischer",Alan Silvestri,
06/29/1988,Coming to America,"An extremely pampered African Prince travels to Queens, New York, and goes undercover to find a wife he can respect for her intelligence and will.",John Landis,"Eddie Murphy,
Arsenio Hall,
James Earl Jones",Nile Rodgers,
07/06/1988,License to Drive,"After a teenager flunks his driver’s exam, he refuses to break his date. He decides to lift his family’s prize luxury car for the occasion.",Greg Beeman,"Corey Haim,
Corey Feldman,
Carol Kane",Jay Ferguson,
07/06/1988,Short Circuit 2,Robot Johnny 5 comes to a big city to help with Ben's toy manufacturing and gets manipulated by criminals who want him for their own purposes.,Kenneth Johnson,"Fisher Stevens,
Michael McKean,
Cynthia Gibb",Charles Fox,
07/13/1988,The Dead Pool,Dirty Harry and new partner Al Quan must stop a sick secret game to predict local celebrity deaths. A reporter speaks to Harry because he is a target.,Buddy Van Horn,"Clint Eastwood,
Patricia Clarkson,
Liam Neeson",Lalo Schifrin,Dirty Harry 5
07/15/1988,Die Hard,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in L.A.,John McTiernan,"Bruce Willis,
Alan Rickman,
Alexander Godunov",Michael Kamen,
07/20/1988,Midnight Run,"Bounty hunter Jack is tasked by a bail bondsman to bring the Duke, an accountant who embezzled, back to L.A. He is wanted by the FBI and Mafia.",Martin Brest,"Robert De Niro,
Charles Grodin,
Yaphet Kotto",Danny Elfman,
07/22/1988,Big Top Pee-wee,"Pee-wee Herman is now a small-town farmer with a fiancée, but when a traveling circus comes to town, he finds himself falling for its trapeze artist.",Randal Kleiser,"Paul Reubens,
Kris Kristofferson,
Valeria Golino",Danny Elfman,Pee-wee 2
07/22/1988,Caddyshack II,"When a crass tycoon's membership application is turned down at a snooty country club, he buys the club and changes it into a tacky amusement park.",Allan Arkush,"Jackie Mason,
Robert Stack,
Dyan Cannon",Ira Newborn,
07/29/1988,A Fish Called Wanda,"In London, gangster George, stutterer Ken, mean weapons expert Otto, and con artist Wanda steal diamonds. Wanda tricks barrister Archie for them.",Charles Crichton,"John Cleese,
Jamie Lee Curtis,
Kevin Kline",John Du Prez,
07/29/1988,Cocktail,A smart New York business student and part-time bartender takes a job at a bar in Jamaica and falls in love with a wealthy aspiring artist and waitress.,Roger Donaldson,"Tom Cruise,
Bryan Brown,
Elisabeth Shue",J. Peter Robinson,
08/05/1988,The Blob,"In Arborville, a slimy space entity devours people in its path. Teenagers attempt to survive as shady government scientists try to contain the creature.",Chuck Russell,"Kevin Dillon,
Shawnee Smith,
Donovan Leitch",Michael Hoenig,
08/10/1988,Clean and Sober,Hustling drug addict Daryl checks himself into a drug rehabilitation to escape trouble with the law. Counselor Craig and reformed Richard teach him.,Glenn Gordon Caron,"Michael Keaton,
Kathy Baker,
Morgan Freeman",Gabriel Yared,
08/12/1988,The Last Temptation of Christ,"Jesus, a humble Judean carpenter, is drawn into action against the Roman occupiers by Judas, despite his belief that love is the path to salvation.",Martin Scorsese,"Willem Dafoe,
Harvey Keitel,
Barbara Hershey",Peter Gabriel,
08/12/1988,Tucker: The Man and His Dream,"Preston Tucker produces and markets the 1948 Tucker Sedan, which is met with scandal between automobile manufacturers and fraud accusations.",Francis Ford Coppola,"Jeff Bridges,
Joan Allen,
Martin Landau",Joe Jackson,
08/12/1988,Young Guns,Young men led by Billy the Kid become deputies to avenge a rancher who became their benefactor who was murdered by a well-connected Irishman.,Christopher Cain,"Emilio Estevez,
Kiefer Sutherland,
Lou Diamond Phillips","Anthony Marinelli,
Brian Banks",
08/19/1988,A Nightmare on Elm Street 4: The Dream Master,Freddy Krueger returns to terrorize the dreams of the remaining Dream Warriors as well as a young woman who may be able to defeat him for good.,Renny Harlin,"Robert Englund,
Lisa Wilcox,
Danny Hassel",Craig Safan,
08/19/1988,Married to the Mob,"When an unhappy wife's Mafia husband is killed, she gets a chance to start a new life, but her late husband's boss and an FBI agent both fall for her.",Jonathan Demme,"Michelle Pfeiffer,
Matthew Modine,
Dean Stockwell",David Byrne,
09/02/1988,Eight Men Out,"In what becomes the Black Sox scandal, the underpaid Chicago White Sox accept gamblers' bribes to deliberately lose the 1919 World Series.",John Sayles,"John Cusack,
John Mahoney,
Michael Rooker",Mason Daring,
09/09/1988,Running on Empty,"A couple are on the run after an anti-war protest bombing. Their son shows talent as a pianist and wants to live his own life, auditioning for Juilliard.",Sidney Lumet,"Christine Lahti,
Judd Hirsch,
River Phoenix",Tony Mottola,
09/23/1988,Dead Ringers,Twin gynecologists take full advantage of the fact that none of their clients can tell them apart. Their relationship begins to deteriorate over a woman.,David Cronenberg,"Jeremy Irons,
Geneviève Bujold,
Heidi von Palleske",Howard Shore,
09/23/1988,Gorillas in the Mist,"In 1966, naturalist Dian Fossey comes to Africa to study endangered mountain gorillas. She later fights to protect them from poachers in Rwanda.",Michael Apted,"Sigourney Weaver,
Bryan Brown,
Julie Harris",Maurice Jarre,
09/30/1988,Bird,"In 1939, saxophonist Charlie Parker moves from Missouri to New York. He is noticed for his bebop, but his drug addiction forces his wife Chan to aid.",Clint Eastwood,"Forest Whitaker,
Diane Venora,
Michael Zelniker",Lennie Niehaus,
09/30/1988,Heartbreak Hotel,"When Johnny tries to set up a band at his school, his mother gets in a wreck. He decides to kidnap Elvis Presley so he can hook up with his mother.",Chris Columbus,"David Keith,
Tuesday Weld,
Charlie Schlatter",Georges Delerue,
10/07/1988,Punchline,"In New York, medical school dropout Steven and housewife Lilah pursue stand-up comedy. They help each other with a comedy club competition.",David Seltzer,"Sally Field,
Tom Hanks,
John Goodman","Gary Anderson,
Charles Gross",
10/14/1988,Pumpkinhead,"After a tragic accident that leaves his son dead, a man conjures up a towering, vengeful demon to destroy some unsuspecting teenage campers.",Stan Winston,"Lance Henriksen,
John D'Aquino,
Jeff East",Richard Stone,
10/14/1988,The Accused,"After a young waitress suffers a brutal gang rape in a bar, a prosecutor helps bring the perpetrators to justice, including those men who encouraged it.",Jonathan Kaplan,"Jodie Foster,
Kelly McGillis,
Bernie Coulson",Brad Fiedel,
10/21/1988,Halloween 4: The Return of Michael Myers,"Ten years after his original massacre, Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his 7-year-old niece.",Dwight H. Little,"Donald Pleasence,
Ellie Cornell,
Danielle Harris",Alan Howarth,
10/21/1988,Mystic Pizza,"In Mystic, Connecticut, sisters Kat and Daisy and their friend Jojo come of age while working at a pizza parlor. They handle challenging romances.",Donald Petrie,"Annabeth Gish,
Julia Roberts,
Lili Taylor",David McHugh,
10/21/1988,Things Change,"In Chicago, a shoeshiner is hired to take the rap for a mafia murder. A two-bit gangster watches over him and gives him a weekend to remember.",David Mamet,"Don Ameche,
Joe Mantegna,
Robert Prosky",Alaric Jans,
11/04/1988,They Live,"In L.A., drifter Nada and Frank wear sunglasses that reveal most of the social elite are skull-faced aliens invading Earth. The two join a movement.",John Carpenter,"Roddy Piper,
Keith David,
Meg Foster","John Carpenter,
Alan Howarth",
11/09/1988,Child's Play,"A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",Tom Holland,"Brad Dourif,
John Franklin,
Catherine Hicks",Joe Renzetti,
11/11/1988,A Cry in the Dark,A pastor and his wife whose daughter was killed in a dingo attack in the Australian Outback fight to prove their innocence when accused of murder.,Fred Schepisi,"Meryl Streep,
Sam Neill,
Bruce Myles",Bruce Smeaton,
11/18/1988,Fresh Horses,"In Cincinnati, senior Matt ends his engagement to his wealthy fiancée after he falls in love with a girl he meets at a party. She says she is 20 but is 16.",David Anspaugh,"Molly Ringwald,
Andrew McCarthy,
Patti D'Arbanville","David Foster,
Patrick Williams",
11/18/1988,Oliver & Company,"A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City. When he meets wealthy Jenny on a thieving mission, his life changes forever.",George Scribner,"Joey Lawrence,
Billy Joel,
Natalie Gregory",J. A. C. Redford,
11/18/1988,The Land Before Time,"Orphaned longneck Littlefoot flees famine to find the Great Valley. On his journey, he meets four young companions he helps rejoin their families.",Don Bluth,"Gabriel Damon,
Candace Hutson,
Judith Barsi",James Horner,
11/23/1988,Scrooged,"In New York City, mean television executive Frank is haunted by three ghosts with some lessons on Christmas Eve as he prepares a huge production.",Richard Donner,"Bill Murray,
Karen Allen,
John Forsythe",Danny Elfman,
12/02/1988,Tequila Sunrise,"In L.A., drug dealer Mac tries to go straight, but his history brings him into the focus of the DEA, Mexican federal police, and Mexican drug cartels.",Robert Towne,"Mel Gibson,
Michelle Pfeiffer,
Kurt Russell",Dave Grusin,
12/02/1988,The Naked Gun: From the Files of Police Squad!,"When incompetent Officer Frank Drebin tries to clear an accused officer, he stumbles upon a plot to murder Queen Elizabeth at a baseball game.",David Zucker,"Leslie Nielsen,
Priscilla Presley,
Ricardo Montalbán",Ira Newborn,Naked Gun 1
12/09/1988,Mississippi Burning,"In 1964, two FBI agents with wildly different styles arrive in Mississippi to find three lost civil rights activists. They encounter residents and the KKK.",Alan Parker,"Gene Hackman,
Willem Dafoe,
Frances McDormand",Trevor Jones,
12/09/1988,My Stepmother Is an Alien,An alien tries to seduce an Earth physicist father to gain control over his research after her planet's gravity is mistakenly disrupted by his team's work.,Richard Benjamin,"Dan Aykroyd,
Kim Basinger,
Jon Lovitz",Alan Silvestri,
12/09/1988,Twins,"A brawny man raised on an island by a professor searches for his long-lost twin brother, who is now a small crook. They look for their mother together.",Ivan Reitman,"Arnold Schwarzenegger,
Danny DeVito,
Kelly Preston","Georges Delerue,
Randy Edelman",
12/14/1988,Dirty Rotten Scoundrels,"In the French Riviera, a British con artist and a petty American hustler bet on who can swindle a young American soap heiress out of $50,000 first.",Frank Oz,"Steve Martin,
Michael Caine,
Glenne Headly",Miles Goodman,
12/16/1988,Dangerous Liaisons,"In 1780s Paris, vengeful Merteuil challenges the unprincipled playboy Valmont to seduce religious, married Tourvel. He succeeds, but he falls for her.",Stephen Frears,"Glenn Close,
John Malkovich,
Michelle Pfeiffer",George Fenton,
12/16/1988,Rain Man,Selfish dealer Charlie learns that his estranged father has died and bequeathed most of his $3 million estate to his autistic savant son Raymond.,Barry Levinson,"Dustin Hoffman,
Tom Cruise,
Valeria Golino",Hans Zimmer,
12/21/1988,Beaches,"Privileged rich debutante Hillary and a cynical and struggling entertainer C.C. share a turbulent, but strong, childhood friendship over three decades.",Garry Marshall,"Bette Midler,
Barbara Hershey,
John Heard",Georges Delerue,
12/21/1988,Working Girl,"In Manhattan, when a secretary's merger idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",Mike Nichols,"Melanie Griffith,
Harrison Ford,
Sigourney Weaver","Carly Simon,
Rob Mounsey",
12/23/1988,Hellbound: Hellraiser II,Kirsty is brought to an institution where the occult head doctor resurrects Julia and unleashes the Cenobites and their demonic underworld.,Tony Randel,"Clare Higgins,
Ashley Laurence,
Kenneth Cranham",Christopher Young,
12/23/1988,The Accidental Tourist,Emotionally distant writer of travel guides Macon must carry on with his life after his son dies and his marriage ends. He falls for dog trainer Muriel.,Lawrence Kasdan,"William Hurt,
Kathleen Turner,
Geena Davis",John Williams,
01/13/1989,Gleaming the Cube,"In Orange County, a 16-year-old skateboarder uncovers a government conspiracy while looking into his adoptive Vietnamese brother's odd death.",Graeme Clifford,"Christian Slater,
Steven Bauer,
Richard Herd",Jay Ferguson,
02/17/1989,Bill & Ted's Excellent Adventure,Two dumb teenagers set off on a quest to prepare the ultimate historical presentation with some help from Rufus' time booth to recruit historical figures.,Stephen Herek,"Keanu Reeves,
Alex Winter,
George Carlin",David Newman,Bill & Ted 1
02/17/1989,The 'Burbs,"In Mayfield Place, Ray and his neighbors theorize the Klopek family is murderous when they witness digging, obtain a bone, and enter a crematorium.",Joe Dante,"Tom Hanks,
Bruce Dern,
Carrie Fisher",Jerry Goldsmith,
02/17/1989,The Mighty Quinn,"On a Caribbean island, a police officer's friend Maubee becomes associated with a hotel owner's murder and a briefcase full of rare $10,000 bills.",Carl Schenkel,"Denzel Washington,
Robert Townsend,
James Fox",Anne Dudley,
03/03/1989,Dream a Little Dream,"An accident puts the consciousness of an elderly dream researcher into the body of a teenager, but the bratty kid prefers dreamworld limbo to his life.",Marc Rocco,"Jason Robards,
Corey Feldman,
Meredith Salenger",John William Dexter,
03/03/1989,Lean on Me,Dedicated but tyrannical Joe is appointed the new principal of a decaying inner-city high school and tries to improve scores for a big New Jersey test.,John G. Avildsen,"Morgan Freeman,
Beverly Todd,
Robert Guillaume",Bill Conti,
03/03/1989,Skin Deep,A womanizing alcoholic author is caught cheating on both his mistress and his wife. He finds himself in trouble with ex-girlfriends and angry boyfriends.,Blake Edwards,"John Ritter,
Vincent Gardenia,
Alyson Reed","Don Grady,
Henry Mancini,
Ivan Neville",
03/10/1989,New York Stories,Abstract artist Lionel obsesses over his assistant. Precocious 12-year-old Zoë lives in a luxury hotel. Tired lawyer Sheldon's mother appears in the sky.,"Martin Scorsese,
Francis Ford Coppola,
Woody Allen","Nick Nolte,
Heather McComb,
Woody Allen",Carmine Coppola,
03/10/1989,Police Academy 6: City Under Siege,"In Wilson Heights, when a mayor is furious with a crime spree by a gang of three, Lassard's team of graduates look into thefts and a mole leaking info.",Peter Bonerz,"Bubba Smith,
Michael Winslow,
David Graf",Robert Folk,
03/17/1989,Fletch Lives,"After receiving an inheritance in Louisiana, a Los Angeles reporter heads to the Belle Isle plantation, where he gets himself into trouble.",Michael Ritchie,"Chevy Chase,
Hal Holbrook,
Julianne Phillips",Harold Faltermeyer,Fletch 2
03/24/1989,Troop Beverly Hills,A Beverly Hills socialite wants to prove she can finish what she starts out to do by becoming a den mother to a troop of Beverly Hills Girl Scouts.,Jeff Kanew,"Shelley Long,
Craig T. Nelson,
Betty Thomas",Randy Edelman,
03/31/1989,Heathers,"To leave a snobby clique that is destroying her good-girl reputation, an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids.",Michael Lehmann,"Winona Ryder,
Christian Slater,
Shannen Doherty",David Newman,
04/07/1989,Dead Calm,"After a car crash that kills their son, John and his wife Rae spend time isolated at sea. They come across a stranger that abandoned a sinking ship.",Phillip Noyce,"Sam Neill,
Nicole Kidman,
Billy Zane",Graeme Revell,
04/07/1989,Major League,"The new Cleveland Indians owner assembles a purposely horrible team so they will lose, and she can move the team. They win just to spite her.",David S. Ward,"Tom Berenger,
Charlie Sheen,
Corbin Bernsen",James Newton Howard,
04/07/1989,The Dream Team,"In New York, four patients on a trip to a baseball game must save their kind psychologist, who is in a coma after witnessing killers commit a murder.",Howard Zieff,"Michael Keaton,
Christopher Lloyd,
Peter Boyle",David McHugh,
04/14/1989,Say Anything...,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,Cameron Crowe,"John Cusack,
Ione Skye,
John Mahoney","Anne Dudley,
Richard Gibbs",
04/14/1989,She's Out of Control,"In Cailfornia, widower radio manager Doug raises children Bonnie and 15-year-old Katie, who gets a makeover and starts dating a diverse set of boys.",Stan Dragoti,"Tony Danza,
Ami Dolenz,
Catherine Hicks",Alan Silvestri,
04/21/1989,Field of Dreams,"An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his field so the 1919 Chicago White Sox come.",Phil Alden Robinson,"Kevin Costner,
Amy Madigan,
James Earl Jones",James Horner,
04/21/1989,Pet Sematary,"In Ludlow, after his son Gage is killed by a truck, grieving Louis exploits an ancient burial ground behind his home with the power to raise the dead.",Mary Lambert,"Dale Midkiff,
Fred Gwynne,
Denise Crosby",Elliot Goldenthal,
04/21/1989,See You in the Morning,A divorced psychiatrist with two children meets a widowed photographer with two children of her own at a party in Manhattan. The two get married.,Alan J. Pakula,"Jeff Bridges,
Alice Krige,
Farrah Fawcett",Michael Small,
04/28/1989,K-9,"Tagged for execution by elusive drug dealer Ken, bad-tempered SFPD detective Michael Dooley is assigned a German Shepherd named Jerry Lee.",Rod Daniel,"James Belushi,
Jerry Lee,
Mel Harris",Miles Goodman,
05/12/1989,Earth Girls Are Easy,"A Southern California manicurist befriends three furry aliens after their spaceship lands in her pool. After they blend in, she falls in love with one alien.",Julien Temple,"Geena Davis,
Jeff Goldblum,
Jim Carrey","Ray Colcord,
Nile Rodgers,
Julie Brown",
05/12/1989,"See No Evil, Hear No Evil","In New York City, Wally is blind, and Dave is deaf. The two witness a murder at a concession shop Dave is looking after, but both are accused of it.",Arthur Hiller,"Richard Pryor,
Gene Wilder,
Joan Severance",Stewart Copeland,
05/12/1989,The Return of Swamp Thing,"After her mother's mysterious death, Abigail goes to the Florida swamps to meet her stepfather Dr. Arcane. A bog creature saves her from Un-Men.",Jim Wynorski,"Louis Jourdan,
Heather Locklear,
Sarah Douglas",Chuck Cirino,Swamp Thing 2
05/19/1989,For Queen and Country,A retired black British soldier finds that society ignores and challenges him while trying to adjust to normal life. He soon works as a drug muscle.,Martin Stellman,"Denzel Washington,
George Baker,
Amanda Redman",Michael Kamen,
05/19/1989,Road House,"A professional cooler is enticed from New York to take over security at a Missouri club, the Double Deuce, which he protects from an evil magnate.",Rowdy Herrington,"Patrick Swayze,
Ben Gazzara,
Kelly Lynch",Michael Kamen,
05/24/1989,Indiana Jones and the Last Crusade,"In 1938, after his professor father goes missing while pursuing the Holy Grail, Indiana refers to a diary to locate him and face Nazis seeking power.",Steven Spielberg,"Harrison Ford,
Sean Connery,
Denholm Elliott",John Williams,Indiana Jones 3
05/26/1989,Pink Cadillac,A skip tracer and some white supremacists chase after an innocent woman who tries to flee in her husband's prized pink car with counterfeit money.,Buddy Van Horn,"Clint Eastwood,
Bernadette Peters,
Timothy Carhart",Steve Dorff,
06/02/1989,Dead Poets Society,"In 1959, at Welton Academy, new English teacher John Keating uses poetry to motivate his students to seize the day. Neil faces a domineering father.",Peter Weir,"Robin Williams,
Ethan Hawke,
Robert Sean Leonard",Maurice Jarre,
06/02/1989,No Holds Barred,Rip is a faithful wrestling champion who refuses to work for Brell at another network. Brell initiates a new brawling competion that convict Zeus wins.,Thomas J. Wright,"Hulk Hogan,
Joan Severance,
Kurt Fuller",Jim Johnston,
06/09/1989,Star Trek V: The Final Frontier,"Captain Kirk and his crew must deal with Spock's long-lost half-brother, who hijacks the Enterprise for to search for God at the center of the galaxy.",William Shatner,"William Shatner,
Leonard Nimoy,
DeForest Kelley",Jerry Goldsmith,
06/16/1989,Bad Taste,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast food chain.,Peter Jackson,"Terry Potter,
Pete O'Herne,
Peter Jackson",Michelle Scullion,
06/16/1989,Ghostbusters II,"After discovering a slime river driven by negative emotions, the inactive Ghostbusters return to stop Vigo the Carpathian from possessing baby Oscar.",Ivan Reitman,"Bill Murray,
Dan Aykroyd,
Sigourney Weaver",Randy Edelman,
06/23/1989,Batman,"When the mad, homicidal Joker takes control of Gotham's criminal underworld, Batman faces him while protecting his identity and his reporter love.",Tim Burton,"Michael Keaton,
Jack Nicholson,
Kim Basinger",Danny Elfman,
06/23/1989,"Honey, I Shrunk the Kids","In Fresno, a scientist inventor creates a ray gun that accidentally shrinks his daughter, his son, and two neighbor brothers to the size of insects.",Joe Johnston,"Rick Moranis,
Matt Frewer,
Marcia Strassman",James Horner,
06/30/1989,Great Balls of Fire!,"Talented rock and roll performer Jerry Lee Lewis rises to stardom playing the piano, but a marriage to his 13-year-old cousin leads to his downfall.",Jim McBride,"Dennis Quaid,
Winona Ryder,
Alec Baldwin",Jerry Lee Lewis,
06/30/1989,The Karate Kid Part III,"Ostracized villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.",John G. Avildsen,"Ralph Macchio,
Noriyuki ""Pat"" Morita,
Martin Kove",Bill Conti,
07/05/1989,Weekend at Bernie's,"Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.",Ted Kotcheff,"Andrew McCarthy,
Jonathan Silverman,
Catherine Mary Stewart",Andy Summers,
07/07/1989,Lethal Weapon 2,"LAPD detectives Riggs and Murtaugh protect an irritating federal witness, Leo, as they face South African drug dealers utilizing diplomatic immunity.",Richard Donner,"Mel Gibson,
Danny Glover,
Joe Pesci","Michael Kamen,
Eric Clapton,
David Sanborn",
07/14/1989,Licence to Kill,"After capturing a drug lord, Leiter is left for dead. Suspended by M, and aided by a CIA pilot, Bond poses as a hitman and is hired by a drug dealer.",John Glen,"Timothy Dalton,
Carey Lowell,
Robert Davi",Michael Kamen,James Bond 16
07/14/1989,When Harry Met Sally...,"In 1977, Sally gives Harry a ride to New York after they both graduate. They remain friends over the next 10 years but fear sex would ruin friendship.",Rob Reiner,"Billy Crystal,
Meg Ryan,
Carrie Fisher","Marc Shaiman,
Harry Connick Jr.",
07/21/1989,Do the Right Thing,"On a hot day in Brooklyn, tensions rise at a local pizzeria owned by a Italian-American Sal when a boycott escalates into a shooting and then a riot.",Spike Lee,"Spike Lee,
Danny Aiello,
Ossie Davis",Bill Lee,
07/21/1989,UHF,An unemployed visionary becomes the manager of local station Channel 62. The station becomes a huge success with its janitor children's TV host.,Jay Levey,"""Weird Al"" Yankovic,
Kevin McCarthy,
Michael Richards",John Du Prez,
07/26/1989,Grave of the Fireflies,A young boy and his little sister struggle to survive in Japan during World War II.,Isao Takahata,"Tsutomu Tatsumi,
Ayano Shiraishi,
Yoshiko Shinohara",Michio Mamiya,
07/28/1989,Friday the 13th Part VIII: Jason Takes Manhattan,A boatful of graduating high school students headed to Manhattan accidentally pull Jason Voorhees along for the ride.,Rob Hedden,"Jensen Daggett,
Scott Reeves,
Barbara Bingham",Fred Mollin,
07/28/1989,Turner & Hooch,"In California, a detective planning to transfer must adopt a rambunctious Dogue de Bordeaux to help him find its owner's killer. The two gradually bond.",Roger Spottiswoode,"Tom Hanks,
Mare Winningham,
Craig T. Nelson",Charles Gross,
08/02/1989,Parenthood,"In St. Louis, the Buckmans deal with their lives: estranged relatives, raising children, pressures of the job, and learning to be parents and spouses.",Ron Howard,"Steve Martin,
Dianne Wiest,
Mary Steenburgen",Randy Newman,
08/04/1989,Lock Up,"With months left of his sentence, model prisoner Frank Leone is transferred to a maximum security prison by a warden whom he told the press about.",John Flynn,"Sylvester Stallone,
Donald Sutherland,
John Amos",Bill Conti,
08/04/1989,"Sex, Lies, and Videotape","In Baton Rouge, sad Ann's husband John has an affair with her sister. John's college friend Graham comes interviewing women about sexual feelings.",Steven Soderbergh,"James Spader,
Andie MacDowell,
Peter Gallagher",Cliff Martinez,
08/09/1989,The Abyss,"In 1994, a SEAL team from an underwater drilling platform look for a lost nuclear submarine. They encounter mysterious non-terrestrial intelligence.",James Cameron,"Ed Harris,
Mary Elizabeth Mastrantonio,
Michael Biehn",Alan Silvestri,
08/11/1989,A Nightmare on Elm Street 5: The Dream Child,"The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child, hoping to be reborn into the real world.",Stephen Hopkins,"Lisa Wilcox,
Robert Englund,
Kelly Jo Minter",Jay Ferguson,
08/16/1989,Uncle Buck,"In Chicago, bachelor and slob Buck babysits his brother's rebellious 15-year-old daughter and two younger kids. He shows maturity watching them.",John Hughes,"John Candy,
Jean Louisa Kelly,
Macaulay Culkin",Ira Newborn,
08/18/1989,Blood Red,"In 1890s California, the Sicilian Collogero family of able winemakers is targeted by a powerful evil railroad baron after they refuse to leave their land.",Peter Masterson,"Eric Roberts,
Giancarlo Giannini,
Dennis Hopper",Carmine Coppola,
08/18/1989,Casualties of War,"During the Vietnam War, a soldier finds himself the outsider of his own platoon when they kidnap a female villager, rape her, and shoot her dead.",Brian De Palma,"Michael J. Fox,
Sean Penn,
Don Patrick Harvey",Ennio Morricone,
08/25/1989,Wired,"The ghost of John Belushi revisits his troubled life and career, while a journalist researches his life as he prepares to write a book about him.",Larry Peerce,"Michael Chiklis,
J. T. Walsh,
Patti D'Arbanville",Basil Poledouris,
09/15/1989,In Country,A young girl whose father died in the Vietnam War is determined to find out more about him and his experiences as her uncle suffers from PTSD.,Norman Jewison,"Bruce Willis,
Emily Lloyd,
Joan Allen",James Horner,
09/22/1989,Black Rain,Two New York cops arrest a Yakuza member and escort him when he is extradited to Japan. They leave him with impostors so must track him down.,Ridley Scott,"Michael Douglas,
Andy García,
Ken Takakura",Hans Zimmer,
10/13/1989,Crimes and Misdemeanors,"A mistress of ophthalmologist Judah threatens to reveal their affair, so he has her killed. A married documentary filmmaker falls for another woman.",Woody Allen,"Alan Alda,
Woody Allen,
Martin Landau",Franz Schubert,
10/13/1989,Halloween 5: The Revenge of Michael Myers,"One year after his search for his niece, the Shape returns to Haddonfield once again in an attempt to kill his now-mute niece.",Dominique Othenin-Girard,"Donald Pleasence,
Danielle Harris,
Ellie Cornell",Alan Howarth,
10/13/1989,Look Who's Talking,"A woman is left alone to give birth to a married man's child, but she finds love with a cab driver. The newborn boy narrates his own point of view.",Amy Heckerling,"John Travolta,
Kirstie Alley,
Olympia Dukakis",David Kitay,
10/13/1989,The Fabulous Baker Boys,"In Seattle, pianist brothers Jack and Frank play in bars and hire singer Susie Diamond, who sleeps with Jack. He does not pursue her and his career.",Steve Kloves,"Jeff Bridges,
Michelle Pfeiffer,
Beau Bridges",Dave Grusin,
10/27/1989,Dad,"As his mother recovers from a heart attack, John puts his executive life on hold to help his elderly father around the house. His son Billy later joins.",Gary David Goldberg,"Jack Lemmon,
Ted Danson,
Olympia Dukakis",James Horner,
10/27/1989,Shocker,"After returning from death from the electric chair, a serial killer uses electricity to get revenge on the football player who turned him in to the police.",Wes Craven,"Michael Murphy,
Peter Berg,
Cami Cooper",William Goldstein,
11/03/1989,The Phantom of the Opera,"In both the modern day and 1885, young soprano Christine becomes the obsession of a disfigured composer, who attacks those who oppose them.",Dwight H. Little,"Robert Englund,
Jill Schoelen,
Alex Hyde-White",Misha Segal,
11/08/1989,Henry V,An English king wants to lay claim to the kingdom of France. His self-doubt and this army's morale stand in the way of victory and a queen for him.,Kenneth Branagh,"Kenneth Branagh,
Paul Scofield,
Derek Jacobi",Patrick Doyle,
