Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
08/10/2018,The Meg,A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.,Jon Turteltaub,"Jason Statham,
Li Bingbing,
Rainn Wilson",Harry Gregson-Williams,
08/10/2018,The Package,"When Sean and four teenagers travel on a spring break camping trip, an accident sets off a race to save Jeremy's severed penis. It proves stressful.",Jake Szymanski,"Daniel Doheny,
Geraldine Viswanathan,
Sadie Calvano",Adam Schiff,
08/15/2018,Crazy Rich Asians,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",Jon M. Chu,"Constance Wu,
Henry Golding,
Gemma Chan",Brian Tyler,
08/17/2018,Mile 22,A small team of elite American intelligence officers try to smuggle a mysterious police officer with sensitive information out of Indonesia.,Peter Berg,"Mark Wahlberg,
Iko Uwais,
John Malkovich",Jeff Russo,
08/17/2018,The Wife,"In Stockholm, a wife questions her choice to write her husbands' books as he receives the Nobel Prize for Literature. A biographer investigates her.",Björn L. Runge,"Glenn Close,
Jonathan Pryce,
Christian Slater",Jocelyn Pook,
08/17/2018,To All the Boys I've Loved Before,"In Portland, Lara Jean writes letters to all her past loves but must confront them when they are sent out. She pretends to date her former crush Peter.",Susan Johnson,"Lana Condor,
Noah Centineo,
Janel Parrish",Joe Wong,To All the Boys 1
08/24/2018,Support the Girls,"The general manager at sports bar breastaurant Double Whammies has her optimism and faith, in her girls and her customers over one testing day.",Andrew Bujalski,"Regina Hall,
Haley Lu Richardson,
James LeGros",N/A,
08/24/2018,The After Party,"When aspiring rapper Own goes viral for throwing up, he thinks his career is over. His closest friend Jeff gets them both in a wild New York City party.",Ian Edelman,"Kyle Harvey,
Harrison Holzer,
Shelley Hennig",Raphael Saadiq,
08/24/2018,The Happytime Murders,"When the puppet cast of a 90s TV show begin to get murdered, a puppet private detective and his human former LAPD partner investigate the case.",Brian Henson,"Melissa McCarthy,
Bill Barretta,
Maya Rudolph",Christopher Lennertz,
08/29/2018,Operation Finale,"In 1960, Israeli Mossad officers are deployed to find the infamous Nazi architect of the Holocaust in Argentina and move him to Israel to be judged.",Chris Weitz,"Oscar Isaac,
Ben Kingsley,
Mélanie Laurent",Alexandre Desplat,
08/31/2018,Searching,"In San Jose, after a father's 16-year-old daughter goes missing, he logs into her laptop to look for clues to find her with a police detective's support.",Aneesh Chaganty,"John Cho,
Debra Messing,
Michelle La",Torin Borrowdale,
09/07/2018,Peppermint,"Five years after a shooting that kiled her husband and daughter, a banker comes back from exile to fight against the criminals and system to blame.",Pierre Morel,"Jennifer Garner,
John Ortiz,
John Gallagher Jr.",Simon Franglen,
09/07/2018,The Nun,A priest with a haunted past and a novice nun are sent to Romania to investigate the death of a nun. They confront a demonic force in a nun's form.,Corin Hardy,"Demián Bichir,
Taissa Farmiga,
Jonas Bloquet",Abel Korzeniowski,
09/14/2018,A Simple Favor,"Stephanie, a single mother with a parenting vlog, befriends Emily, a secretive PR director who goes missing, her professor husband a prime suspect.",Paul Feig,"Anna Kendrick,
Blake Lively,
Henry Golding",Theodore Shapiro,
09/14/2018,The Land of Steady Habits,"After retired Anders divorces his wife, he meets a drug-addicted teenager. He becomes reckless as he deals with late payments and a homeless son.",Nicole Holofcener,"Ben Mendelsohn,
Edie Falco,
Thomas Mann",Marcelo Zarvos,
09/14/2018,The Predator,"When a young boy triggers alien lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can save humanity.",Shane Black,"Boyd Holbrook,
Trevante Rhodes,
Jacob Tremblay",Henry Jackman,Predator 4
09/14/2018,White Boy Rick,"A teenager becomes an undercover informant for the FBI during the 1980s, is ultimately arrested for drug trafficking, and is sentenced to life in prison.",Yann Demange,"Matthew McConaughey,
Richie Merritt,
Bel Powley",Max Richter,
09/21/2018,Assassination Nation,"After a malicious data hack exposes the secrets of Salem, chaos descends, and four girls fight to survive, while coping with the hack themselves.",Sam Levinson,"Odessa Young,
Suki Waterhouse,
Hari Nef",Ian Hultquist,
09/21/2018,Colette,"A writer is pushed by her husband to write novels under his name. On success, she fights to make her talents known, challenging gender norms.",Wash Westmoreland,"Keira Knightley,
Dominic West,
Eleanor Tomlinson",Thomas Adès,
09/21/2018,Life Itself,"Will and Cait witness their daughter Dylan's birth but then die after a bus crash. Dylan is comforted by Rodrigo, raised in Spain by his mother Isabel.",Dan Fogelman,"Oscar Isaac,
Olivia Wilde,
Mandy Patinkin",Federico Jusid,
09/21/2018,Nappily Ever After,"Violet stops waiting for her boyfriend to propose. After meeting salonist Will and changing her hair, she begins to stop obsessing over her perfect life.",Haifaa al-Mansour,"Sanaa Lathan,
Ernie Hudson,
Lyriq Bent",Lesley Barber,
09/21/2018,The House with a Clock in Its Walls,"In 1955, 10-year-old orphan Lewis Barnavelt aids his warlock uncle to find a clock with the power to end the world by reversing humanity's existence.",Eli Roth,"Jack Black,
Cate Blanchett,
Owen Vaccaro",Nathan Barr,
09/28/2018,Hold the Dark,"After the killing of three children by wolves, writer Russell is hired by the mother of a missing boy in Alaska. Her wild husband comes home from war.",Jeremy Saulnier,"Jeffrey Wright,
Alexander Skarsgård,
James Badge Dale","Brooke Blair,
Will Blair",
09/28/2018,Night School,A barbecue grill seller with learning disabilities and other high school dropouts attend classes so they can pass GED exams to finish high school.,Malcolm D. Lee,"Kevin Hart,
Tiffany Haddish,
Taran Killam",David Newman,
09/28/2018,Smallfoot,A bright young yeti finds something he thought didn’t exist: a human. This news throws the simple yeti community into an uproar.,"Karey Kirkpatrick,
Jason Reisig","Channing Tatum,
James Corden,
Zendaya","Heitor Pereira,
Wayne Kirkpatrick,
Karey Kirkpatrick",
10/05/2018,A Star Is Born,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Bradley Cooper,"Bradley Cooper,
Lady Gaga,
Andrew Dice Clay",N/A,
10/05/2018,Malevolent,"In 1986 Scotland, Angela and a scam artist team take a job as mediums at a haunted house where foster children's mouths were viciously sewn shut.",Olaf de Fleur,"Florence Pugh,
Ben Lloyd-Hughes,
Scott Chambers",Al Hardiman,
10/05/2018,Private Life,Middle-aged Richard and Rachel desperately try to have a child. They decide to use niece Sadie's donor egg. She becomes ill after a large dosage.,Tamara Jenkins,"Paul Giamatti,
Kathryn Hahn,
Kayli Carter",N/A,
10/05/2018,The Hate U Give,"Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressure from all sides of the community, Starr must find her voice and stand up for what's right.",George Tillman Jr.,"Amandla Stenberg,
Regina Hall,
Russell Hornsby",Dustin O'Halloran,
10/05/2018,Venom,A failed reporter is bonded to an alien entity that takes a liking to Earth and decides to protect it from other symbiotes and a genetics corporation.,Ruben Fleischer,"Tom Hardy,
Michelle Williams,
Riz Ahmed",Ludwig Göransson,
10/10/2018,22 July,"In 2011 Norway, a right-wing terrorist murders 77 people attending a Labour Party youth camp. One survivor appears in court as a witness and recalls.",Paul Greengrass,"Anders Danielsen Lie,
Jon Øigarden,
Thorbjørn Harr",Sune Martin,
10/12/2018,Apostle,"In 1905, drifter Thomas goes to an isolated Welsh island that takes blood sacrifices so he can save his kidnapped sister. He fights with a savage cult.",Gareth Evans,"Dan Stevens,
Lucy Boynton,
Mark Lewis Jones","Fajar Yusekemal,
Aria Prayogi",
10/12/2018,Bad Times at the El Royale,"In 1969, a Catholic priest, a singer, a salesman, and a hippie check in at a hotel staffed by a desk clerk. Trouble brews from money and a film reel.",Drew Goddard,"Jeff Bridges,
Cynthia Erivo,
Dakota Johnson",Michael Giacchino,
10/12/2018,Beautiful Boy,New York Times writer David finds his relationship with his teenage son Nic strained by addiction to drugs like crystal meth. Nic recovers but relapses.,Felix van Groeningen,"Steve Carell,
Timothée Chalamet,
Maura Tierney",N/A,
10/12/2018,First Man,"Astronaut Neil Armstrong's legendary space mission leads him to become the first man to walk on the Moon on July 20, 1969.",Damien Chazelle,"Ryan Gosling,
Claire Foy,
Jason Clarke",Justin Hurwitz,
10/12/2018,Goosebumps 2: Haunted Halloween,"Two boys face an onslaught from witches, monsters, ghouls and a talking dummy after they discover a mysterious book by author R. L. Stine.",Ari Sandel,"Madison Iseman,
Jeremy Ray Taylor,
Caleel Harris",Dominic Lewis,
10/19/2018,Can You Ever Forgive Me?,"In 1991, struggling celebrity biographer Lee is no longer able to get published. She begins forging letters from deceased authors and playwrights.",Marielle Heller,"Melissa McCarthy,
Richard E. Grant,
Dolly Wells",Nate Heller,
10/19/2018,Halloween,Michael Myers escapes while being transferred to a prison. Traumatized Laurie lives in her fortified home. Her daughter Karen has daughter Allyson.,David Gordon Green,"Jamie Lee Curtis,
Judy Greer,
Andi Matichak","John Carpenter,
Cody Carpenter,
Daniel Davies",Halloween 11
10/19/2018,Mid90s,"In 1996 Los Angeles, 13-year-old Stevie spends his summer navigating between his troubled home life and a group of daredevil skater friends.",Jonah Hill,"Sunny Suljic,
Lucas Hedges,
Na-Kel Smith","Trent Reznor,
Atticus Ross",
10/19/2018,The Night Comes for Us,Gang enforcer Ito turns his back on his former life as a killer to save girl Reina. His crime syndicate sends in rising fighter Arian and legions of thugs.,Timo Tjahjanto,"Joe Taslim,
Iko Uwais,
Julie Estelle","Fajar Yuskemal,
Aria Prayogi",
10/26/2018,Johnny English Strikes Again,"After a cyber attack exposes MI7 agents, Johnny is reinstated. He, his old sidekick Jeremy, and a female Russian spy look for a billionaire hacker.",David Kerr,"Rowan Atkinson,
Ben Miller,
Olga Kurylenko",Howard Goodall,Johnny English 3
10/26/2018,Suspiria,"In 1977 Berlin, a renowned dance company's evil and witchcraft engulf the artistic director, a young female dancer, and a grieving psychotherapist.",Luca Guadagnino,"Dakota Johnson,
Tilda Swinton,
Mia Goth",Thom Yorke,
11/02/2018,Bohemian Rhapsody,"In 1970, singer Freddie creates band Queen with Brian, Roger, and John. Anger grows as manager Paul has him go solo. He discovers he has AIDS.",Bryan Singer,"Rami Malek,
Lucy Boynton,
Gwilym Lee",Queen,
11/02/2018,Boy Erased,"In Memphis, Baptist preacher's son Jared attends a church-supported gay conversion program after being outed. He detests its chief therapist Sykes.",Joel Edgerton,"Lucas Hedges,
Nicole Kidman,
Joel Edgerton","Danny Bensi,
Saunder Jurriaans",
11/02/2018,Nobody's Fool,Recently paroled Tanya tries to help her wealthy sister who works at a marketing firm with a man she has met online who may be catfishing her.,Tyler Perry,"Tiffany Haddish,
Tika Sumpter,
Omari Hardwick",Philip White,
11/02/2018,The Holiday Calendar,"In December, photographer Abby gets an antique Advent calendar from her grandfather. It predicts the future. Friend Josh helps her while she dates.",Bradley Walsh,"Kat Graham,
Quincy Brown,
Ethan Peck",Sean Nimmons-Paterson,
11/02/2018,The Nutcracker and the Four Realms,"In London on Christmas Eve, Clara's father gives her a locked egg from a dead mother. She enters a realm as regents fight the Land of Amusements.","Lasse Hallström,
Joe Johnston","Keira Knightley,
Mackenzie Foy,
Helen Mirren",James Newton Howard,
11/02/2018,The Other Side of the Wind,70-year-old Hollywood film director Jake hosts on his birthday a screening party for his unfinished experimental film as he talks with protégé Brooks.,Orson Welles,"John Huston,
Oja Kodar,
Peter Bogdanovich",Michel Legrand,
11/06/2018,The Front Runner,"In 1987, Senator Gary's presidential campaign is derailed when he is caught in a scandalous love affair. Post reporter A.J. meets then presses him.",Jason Reitman,"Hugh Jackman,
Vera Farmiga,
J. K. Simmons",Rob Simonsen,
11/09/2018,Outlaw King,"In 1300s Scotland, outlaw Robert the Bruce uses his cunning and bravery to defeat the much larger occupying army led by King Edward I of England.",David Mackenzie,"Chris Pine,
Aaron Taylor-Johnson,
Florence Pugh",Grey Dogs,
11/09/2018,Overlord,"In 1944 France, after their plane is shot down, a small group of U.S. paratroopers find zombified Nazis behind enemy lines on the eve of D-Day.",Julius Avery,"Jovan Adepo,
Wyatt Russell,
Mathilde Ollivier",Jed Kurzel,
11/09/2018,The Ballad of Buster Scruggs,"Six Old West stories follow a singing gunslinger, a bank robber, an impresario with a limbless orator, a prospector, a wagon train, and bounty hunters.","Joel Coen,
Ethan Coen","James Franco,
Brendan Gleeson,
Zoe Kazan",Carter Burwell,
11/09/2018,The Girl in the Spider's Web,"In Sweden, a vigilante hacker retrieves Firefall, an NSA program that can access the world's nuclear codes. With a journalist, she battles the Spiders.",Fede Álvarez,"Claire Foy,
Sverrir Gudnason,
LaKeith Stanfield",Roque Baños,
11/09/2018,The Grinch,A grumpy green creature and his dog plan to ruin Whoville's Christmas by stealing decorations and gifts. Young Cindy Lou's goodness changes him.,"Scott Mosier,
Yarrow Cheney","Benedict Cumberbatch,
Rashida Jones,
Kenan Thompson",Danny Elfman,
11/16/2018,At Eternity's Gate,"During a self-imposed exile in France, the Dutch painter Vincent van Gogh develops his unusual style as he deals with religion and mental illness.",Julian Schnabel,"Willem Dafoe,
Rupert Friend,
Mads Mikkelsen",Tatiana Lisovskaya,
11/16/2018,Fantastic Beasts: The Crimes of Grindelwald,"To stop Grindelwald raising pure-blood wizards to rule over non-magical beings, Dumbledore enlists Newt to find the dangeorus Credence in Paris.",David Yates,"Eddie Redmayne,
Katherine Waterston,
Dan Fogler",James Newton Howard,Fantastic Beasts 2
11/16/2018,Green Book,An Italian-American bouncer becomes the driver of a black classical pianist on a tour of venues through the 1960s South.,Peter Farrelly,"Viggo Mortensen,
Mahershala Ali,
Linda Cardellini",Kris Bowers,
11/16/2018,Instant Family,"Pete and Ellie adopt the children of a drug addict mother: a rebellious 15-year-old girl, an emotional 10-year-old boy, and an exuberant 6-year-old girl.",Sean Anders,"Mark Wahlberg,
Rose Byrne,
Isabela Moner",Michael Andrews,
11/16/2018,The Princess Switch,"Participating in a Christmas baking competition in Belgravia, baker Stacy meets the prince's fiancée Margaret, who looks like her. The two swap lives.",Mike Rohl,"Vanessa Hudgens,
Sam Palladio,
Nick Sagar",Terry Frewer,
11/16/2018,Widows,Four women that share debts left behind by their dead husbands' criminal activities conspire to forge a future on their terms with their own heist.,Steve McQueen,"Viola Davis,
Michelle Rodriguez,
Elizabeth Debicki",Hans Zimmer,
11/21/2018,Creed II,"After he has a deaf daughter with Bianca, world heavyweight champion boxer Adonis trains with Rocky for a rematch with Ivan Drago's son Viktor.",Steven Caple Jr.,"Michael B. Jordan,
Sylvester Stallone,
Tessa Thompson",Ludwig Göransson,
11/21/2018,Ralph Breaks the Internet,"Six years after meeting, friends Ralph and Vanellope discover a wi-fi router in their arcade, leading them into a new adventure.","Rich Moore,
Phil Johnston","John C. Reilly,
Sarah Silverman,
Gal Gadot",Henry Jackman,
11/21/2018,Robin Hood,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,Otto Bathurst,"Taron Egerton,
Jamie Foxx,
Ben Mendelsohn",Joseph Trapanese,
11/21/2018,Roma,"In 1970 Mexico City, live-in maids Cleo and Adela help mother of four Sofía as her husband cheats on her. Cleo becomes pregnant as protests occur.",Alfonso Cuarón,"Yalitza Aparicio,
Marina de Tavira,
Fernando Grediaga",N/A,
11/22/2018,The Christmas Chronicles,Kate and Teddy notice Santa and enter his sleigh with his reindeer. They cause the sleigh to crash so then work with him to deliver the correct gifts.,Clay Kaytis,"Kurt Russell,
Judah Lewis,
Darby Camp",Christophe Beck,
11/23/2018,The Favourite,"In 1711 England, a frail Queen Anne occupies the throne while her close friend governs the country. A new servant's charm endears her to the Queen.",Yorgos Lanthimos,"Olivia Colman,
Emma Stone,
Rachel Weisz",N/A,
11/29/2018,Mowgli: Legend of the Jungle,"In India, an orphaned boy is raised by wolves and fails the Running so is excluded from a pack. He stays in a human village and evades Shere Khan.",Andy Serkis,"Christian Bale,
Cate Blanchett,
Benedict Cumberbatch",Nitin Sawhney,
11/30/2018,A Christmas Prince: The Royal Wedding,Blogger Amber is about to marry king Richard but has second thoughts due to dictatorial traditions. She investigates an economic program's disaster.,John Schultz,"Rose McIver,
Ben Lamb,
Alice Krige",Zack Ryan,A Christmas Prince 2
12/07/2018,Ben Is Back,"In New York, Holly heads home on Christmas Eve to find her son Ben, in rehab for prescription drug addiction. He received advice to take a trip home.",Peter Hedges,"Julia Roberts,
Lucas Hedges,
Courtney B. Vance",Dickon Hinchliffe,
12/07/2018,Mary Queen of Scots,"In 1561, Mary Stuart returns to Scotland following the death of her husband to take up her throne, but her English cousin Elizabeth feels threatened.",Josie Rourke,"Saoirse Ronan,
Margot Robbie,
Jack Lowden",Max Richter,
12/14/2018,Bird Box,"Malorie, Tom, and other survivors stay in a house after a presence drives most of society to suicide with seeing. In five years, they raise two children.",Susanne Bier,"Sandra Bullock,
Trevante Rhodes,
John Malkovich","Trent Reznor,
Atticus Ross",
12/14/2018,If Beale Street Could Talk,"In 1970s New York, a black woman embraces her pregnancy while she and her family try to prove her childhood friend and love innocent of a crime.",Barry Jenkins,"KiKi Layne,
Stephan James,
Colman Domingo",Nicholas Britell,
12/14/2018,Mortal Engines,"Under Municipal Darwinism, predator cities hunt and absorb smaller settlements. Historian Tom and assassin Hester work to stop a superweapon.",Christian Rivers,"Hera Hilmar,
Robert Sheehan,
Hugo Weaving",Tom Holkenborg,
12/14/2018,Spider-Man: Into the Spider-Verse,"Brooklyn teenager Miles becomes Spider-Man. He joins five spider-powered superheroes to stop Fisk, who can open portals to other dimensions.","Bob Persichetti,
Peter Ramsey,
Rodney Rothman","Shameik Moore,
Jake Johnson,
Hailee Steinfeld",Daniel Pemberton,
12/14/2018,The Mule,80-year-old horticulturist and Korean War veteran Earl becomes a drug courier for a Mexican cartel. He proves so effective he is noticed by the DEA.,Clint Eastwood,"Clint Eastwood,
Bradley Cooper,
Laurence Fishburne",Arturo Sandoval,
12/19/2018,Mary Poppins Returns,"In London, Jane and Michael are visited by a past nanny after Michael's wife's death. She raises his three children during a hunt for a share certificate.",Rob Marshall,"Emily Blunt,
Lin-Manuel Miranda,
Ben Whishaw",Marc Shaiman,Mary Poppins 2
12/21/2018,Aquaman,"Half-Atlantean, half-human Arthur Curry looks for a trident to reclaim his place as king and stop his half-brother Orm's war to become Ocean Master.",James Wan,"Jason Momoa,
Amber Heard,
Willem Dafoe",Rupert Gregson-Williams,
12/21/2018,Bumblebee,"In 1987, 18-year-old Charlie bonds with B-127, an Autobot scout hunted by Decepticons Shatter and Dropkick, who lie to Sector 7 and its Agent Burns.",Travis Knight,"Hailee Steinfeld,
John Cena,
Jorge Lendeborg Jr.",Dario Marianelli,
12/21/2018,Second Act,"After a 43-year-old value store assistant manager is passed up for a promotion, she fakes a résumé to join a cosmetics company, where she thrives.",Peter Segal,"Jennifer Lopez,
Leah Remini,
Vanessa Hudgens",Michael Andrews,
12/21/2018,Welcome to Marwen,"A victim of a brutal attack by five men constructs a miniature World War II village called Marwen in his yard to recover, and he frequently fantasizes.",Robert Zemeckis,"Steve Carell,
Leslie Mann,
Diane Kruger",Alan Silvestri,
12/25/2018,Holmes & Watson,Two idiotic detectives investigate a Buckingham Palace murder with doctor Grace. They have four days to solve the case to stop the Queen's death.,Etan Cohen,"Will Ferrell,
John C. Reilly,
Rebecca Hall",Mark Mothersbaugh,
12/25/2018,On the Basis of Sex,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,Mimi Leder,"Felicity Jones,
Armie Hammer,
Justin Theroux",Mychael Danna,
12/25/2018,Vice,"After Bush picks CEO Cheney to be his running mate, they win the Presidency. Cheney's quietly held power reshapes the country and the world.",Adam McKay,"Christian Bale,
Amy Adams,
Steve Carell",Nicholas Britell,
12/28/2018,Stan & Ollie,Comedy duo Laurel and Hardy attempt to reignite their film careers with a grueling theatre tour of post-war Britain that becomes their swan song.,Jon S. Baird,"Steve Coogan,
John C. Reilly,
Shirley Henderson",Rolfe Kent,
01/04/2019,Escape Room,"After solving a puzzle cube and entering an office block, six strangers find themselves in a maze of deadly mystery rooms and must think to survive.",Adam Robitel,"Taylor Russell,
Logan Miller,
Deborah Ann Woll","Brian Tyler,
John Carey",
01/04/2019,Lionheart,"In Nigeria, Adaeze takes on the task of running a bus company when health issues force her father to take a step back. She looks to prove her worth.",Genevieve Nnaji,"Genevieve Nnaji,
Nkem Owoh,
Pete Edochie",Kulanen Ikyo,
01/11/2019,A Dog's Way Home,"Dog Bella takes a 400-mile journey with a cougar, Big Kitten, from New Mexico to Denver to reunite with owner Lucas, who was forced to drop her off.",Charles Martin Smith,"Bryce Dallas Howard,
Jonah Hauer-King,
Ashley Judd",Mychael Danna,
01/11/2019,Replicas,Neuroscientist William becomes obsessed with reviving his wife and children who died in a traffic accident. He builds bodies with their neural maps.,Jeffrey Nachmanoff,"Keanu Reeves,
Alice Eve,
Thomas Middleditch","Mark Kilian,
Jose Ojeda",
01/11/2019,The Last Laugh,"After retired talent manager Al is reunited with his first client Buddy, a comic who quit show business 50 years ago, he convinces Buddy to start a tour.",Greg Pritikin,"Richard Dreyfuss,
Chevy Chase,
Andie MacDowell",Jay Weigel,
01/11/2019,The Upside,A billionaire quadriplegic needs a caretaker in his New York penthouse. He hires a parolee who is trying to reconnect with his ex-wife and his son. ,Neil Burger,"Kevin Hart,
Bryan Cranston,
Nicole Kidman",Rob Simonsen,
01/18/2019,Glass,"Invulnerable David, beastly Kevin, and brilliant Elijah contend with a psychiatrist who wants to prove they do not actually have spercial abilities.",M. Night Shyamalan,"James McAvoy,
Bruce Willis,
Samuel L. Jackson",West Dylan Thordson,Unbreakable 3
01/18/2019,Io,"As scientist Sam searches for a way to rescue the dying Earth with bees, she finds a connection with Micah, who intends to catch a shuttle off-planet.",Jonathan Helpert,"Margaret Qualley,
Anthony Mackie,
Danny Huston","Henry Jackman,
Alex Belcher",
01/25/2019,Polar,A top assassin retiring on his 50th birthday is on the receiving end of a multiple hits contracted by his own employer seeking to cash in on pensions.,Jonas Åkerlund,"Mads Mikkelsen,
Vanessa Hudgens,
Katheryn Winnick",Deadmau5,
01/25/2019,Serenity,A fishing boat captain is asked by his ex-wife to murder her abusive new husband. A boy plays a video game he created based on his dead father.,Steven Knight,"Matthew McConaughey,
Anne Hathaway,
Diane Lane",Benjamin Wallfisch,
01/25/2019,The Kid Who Would Be King,Young Alex stumbles upon Excalibur and unites his friends and enemies to become knights joining Merlin. They must save mankind from Morgana.,Joe Cornish,"Louis Ashbourne Serkis,
Tom Taylor,
Rebecca Ferguson",Electric Wave Bureau,
02/01/2019,Miss Bala,"Gloria is drawn into a dangerous world of cross-border crime. Surviving requires all of her cunning, inventiveness, and strength.",Catherine Hardwicke,"Gina Rodriguez,
Ismael Cruz Córdova,
Anthony Mackie",Alex Heffes,
02/01/2019,Velvet Buzzsaw,"In L.A., the work of dead Deafe causes patrons to die. Snooty art critic Morf, Josephina, gallery lead Rhodora, and curator Gretchen encounter horror.",Dan Gilroy,"Jake Gyllenhaal,
Rene Russo,
Toni Collette","Marco Beltrami,
Buck Sanders",
02/08/2019,Cold Pursuit,"In Kehoe, Colorado, a grieving snowplow driver seeks out revenge against the drug dealers who killed his son.",Hans Petter Moland,"Liam Neeson,
Tom Bateman,
Tom Jackson",George Fenton,
02/08/2019,High Flying Bird,"In New York, sports agent Ray explains to rookie basketball client Eric his idea to show players on streaming platforms, maybe risking an NBA spot.",Steven Soderbergh,"André Holland,
Zazie Beetz,
Melvin Gregg",David Wilder Savage,
02/08/2019,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",Mike Mitchell,"Chris Pratt,
Elizabeth Banks,
Will Arnett",Mark Mothersbaugh,
02/08/2019,What Men Want,"A woman is boxed out by the male sports agents in her profession, but gains an edge over them when she gets the ability to hear men's thoughts.",Adam Shankman,"Taraji P. Henson,
Aldis Hodge,
Josh Brener",Brian Tyler,
02/13/2019,Happy Death Day 2U,Tree Gelbman wakes up in horror to learn that she’s stuck in a parallel universe and discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,Christopher Landon,"Jessica Rothe,
Israel Broussard,
Suraj Sharma",Bear McCreary,
02/13/2019,Isn't It Romantic,"Natalie, a young architect disenchanted with love, mysteriously finds herself trapped inside a romantic comedy with a billionaire love interest.",Todd Strauss-Schulson,"Rebel Wilson,
Liam Hemsworth,
Adam DeVine",John Debney,
02/14/2019,Alita: Battle Angel,"In 2563 Iron City, a scientist reactivates a cyborg who cannot remember her past. She befriends a poor man, joining a Motorball tryout race for him.",Robert Rodriguez,"Rosa Salazar,
Christoph Waltz,
Jennifer Connelly",Tom Holkenborg,
02/14/2019,Fighting with My Family,"Raised in a wrestling family, English Paige makes her way up WWE with advice from Hutch Morgan. Her brother Zak deals with failure to do the same.",Stephen Merchant,"Florence Pugh,
Lena Headey,
Nick Frost","Vik Sharma,
Graham Coxon",
02/22/2019,How to Train Your Dragon: The Hidden World,"When Hiccup discovers Toothless is not the only Night Fury, he must seek a secret dragon utopia before a hired tyrant named Grimmel finds it first.",Dean DeBlois,"Jay Baruchel,
America Ferrera,
Cate Blanchett",John Powell,How to Train Your Dragon 3
02/22/2019,Paddleton,Michael has terminal stomach cancer so chooses to end his life. He and sad upstairs neighbor Andy are close friends who play a sport they made up.,Alex Lehmann,"Mark Duplass,
Ray Romano,
Christine Woods",Julian Wass,
03/01/2019,A Madea Family Funeral,"A family reunion becomes a nightmare as Madea and her crew travel to backwoods Georgia, where they plan a funeral that might unveil dirty secrets.",Tyler Perry,"Tyler Perry,
Cassi Davis,
Patrice Lovely",Philip White,Madea 10
03/06/2019,Triple Frontier,"In Colombia, military adviser Pope convinces four other Delta Force veterans to steal $75 million in a drug lord's house. Their weight causes a crash.",J. C. Chandor,"Ben Affleck,
Oscar Isaac,
Charlie Hunnam",Disasterpeace,
03/08/2019,Captain Marvel,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,"Anne Boden,
Ryan Fleck","Brie Larson,
Samuel L. Jackson,
Jude Law",Pinar Toprak,
03/08/2019,Juanita,"Tired of her grown children and urban existence, a woman takes a Greyhound bus to Paper Moon. She begins a stay at a French cuisine restaurant.",Clark Johnson,"Alfre Woodard,
Adam Beach,
LaTanya Richardson Jackson",Kevin Lax,
03/08/2019,The Kid,"After killing his father, Rio Cutler befriends sheriff Pat Garrett and outlaw Billy the Kid. They rescue his sister Sara from Grant, his gang leader uncle.",Vincent D'Onofrio,"Ethan Hawke,
Dane DeHaan,
Jake Schur","Latham Gaines,
Shelby Gaines",
03/15/2019,Captive State,"In 2027, Gabriel participates in a conspiracy with his brother Rafe to rebel against alien Legislators that invaded Earth and enforced strict martial law.",Rupert Wyatt,"John Goodman,
Ashton Sanders,
Jonathan Majors",Rob Simonsen,
03/15/2019,Five Feet Apart,"A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.",Justin Baldoni,"Haley Lu Richardson,
Cole Sprouse,
Moisés Arias","Brian Tyler,
Breton Vivian",
03/15/2019,The Highwaymen,"In 1934, Texas Ranger Frank and former partner Maney are hired to hunt the criminals Bonnie and Clyde. The search ends in a successful ambush.",John Lee Hancock,"Kevin Costner,
Woody Harrelson,
Kathy Bates",Thomas Newman,
03/22/2019,Dragged Across Concrete,"In Bulwark, when two detectives are suspended from the force, they delve into the underworld with a plan to rob a man leading his own bank robbery.",S. Craig Zahler,"Mel Gibson,
Vince Vaughn,
Tory Kittles","Jeff Herriott,
S. Craig Zahler",
03/22/2019,The Dirt,"In 1981, bassist Nikki Sixx and the rest of Mötley Crüe rise from Hollywood to international fame. A car accident and heroin addiction harm the band.",Jeff Tremaine,"Douglas Booth,
Colson Baker,
Daniel Webber",Paul Haslinger,
